id,split
u120792569,train
u1207935506874429440,train
u1207965289553502208,train
u1208024495409131531,test
u1208028787683864576,train
u120805318,train
u120806223,train
u1208075642916556801,test
u1208076242366283776,train
u12081042,train
u120814316,train
u1208146405,val
u1208172708,train
u1208195564829065217,train
u1208208729461538816,train
u1208289500,train
u1208313326,train
u1208320402726031361,train
u1208321980027547649,train
u120835612,train
u1208366609888403456,train
u1208408780,test
u1208463485937471488,val
u120852219,train
u1208621831328018432,val
u120866648,train
u120867457,test
u12087242,val
u1208762902578155520,train
u1208765275878895617,train
u1208778120637091840,train
u12087912,val
u1208795284718915591,train
u1208850988943183873,train
u1208861562410283010,val
u120886193,train
u120889625,test
u1208957706238910464,train
u1208986838116921344,val
u1208989297455587328,train
u1208998513,train
u1208999011224436736,train
u1209000765773295616,train
u120900311,train
u1209008563349114880,train
u1209029277108162562,test
u1209055967666532352,val
u12090812,train
u1209152117522481153,train
u1209177056,train
u1209178846316105729,val
u1209183944807272448,train
u1209194220910546944,train
u12092012,train
u120924076,train
u1209242155744727040,train
u1209245247072391168,train
u1209270021119102976,val
u1209304614,train
u1209324110787989509,train
u1209362046,train
u1209401253379198977,train
u1209405008346853376,val
u1209417007,train
u1209464682475610112,train
u1209479146310717440,train
u1209501800388333568,val
u1209507320,val
u1209615451,train
u12096202,train
u1209633287481638912,val
u1209642294,test
u120965579,train
u120967386,train
u1209694189,test
u1209817795166384128,train
u1209824157770436608,val
u1209882188772020225,train
u1209887330,val
u1209896822451441669,val
u120990817,train
u1209936918,train
u120995738,val
u1209979869662253060,train
u121002462,val
u1210097457025040384,train
u1210107238381244416,train
u1210112823784697857,train
u1210176290571116545,train
u121027249,train
u1210312444221935616,train
u1210319898431442944,train
u1210361528651829249,train
u1210368860802568193,val
u12103872,train
u1210398164878024704,train
u121041518,train
u1210438411858915328,train
u121044171,val
u121046433,train
u1210469148,val
u1210518357511999488,val
u1210526775425548288,train
u1210530425451532288,train
u1210592429495246854,train
u1210596212140892160,val
u1210646029621747713,train
u12106552,train
u121066548,val
u1210688453484134400,train
u1210764007,train
u121077908,train
u1210796163135238144,train
u1210862682678497282,val
u1210867082838999040,train
u1210902550515343362,val
u121090596,train
u12109132,train
u1210952893,val
u121098001,val
u1210986169824997377,train
u1210993839869054976,train
u12111,train
u121114324,train
u121123109,train
u121127090,test
u1211302756289409025,train
u1211327309170393088,test
u1211336214193684480,test
u121137075,val
u121144751,train
u121146038,train
u1211462301229797376,test
u1211503409930502144,train
u1211543977184260099,val
u121155361,train
u1211555179926937602,train
u121158213,test
u1211594222,val
u121165363,val
u1211667561173020672,train
u1211678571959205888,train
u1211698072599678976,test
u1211726974881652736,val
u1211750701,train
u121179793,test
u121181001,train
u121188009,train
u1211905746717175810,train
u121191600,train
u1211950858746785793,train
u1211961006198378496,train
u1211978758665555968,train
u1212022465485926401,train
u121204594,train
u1212059105319211008,train
u1212070473606942721,val
u121208356,train
u121211932,train
u1212134129912827905,train
u1212140240,test
u1212146313929711617,test
u1212300456623394816,train
u121231618,train
u1212337814207000576,val
u121234113,train
u1212386557455261696,val
u1212387740639121409,train
u1212436112129458176,train
u1212438992,test
u121245162,test
u1212465001,train
u1212524335174311936,train
u121253272,train
u121255864,train
u1212560310332084224,val
u121256879,train
u121258930,train
u1212620179605082113,train
u1212644596447973377,train
u1212673689621164032,train
u1212698342745985024,train
u12127162,train
u1212789005370060801,train
u12127972,train
u1212803564327694336,test
u1212806053907185664,train
u1212855300304199680,train
u1212874962719010816,val
u1212883247253688320,train
u121291606,train
u1212927104,train
u1212938874973913088,val
u1212943592961925121,train
u121296163,val
u1212980048,train
u1213005597676670977,train
u1213098396765937664,train
u1213159094271401984,test
u1213169521705414656,train
u1213173017657741312,train
u1213181246735437824,train
u1213192887019560960,train
u1213201225702760448,test
u1213227521392558080,val
u1213262958354022400,train
u1213321063465025536,train
u12133382,train
u121336026,val
u12134862,train
u1213490853584392193,train
u1213510392464302081,train
u1213533633492865025,train
u1213540420111618048,val
u1213556463286665216,train
u1213596853,val
u1213599570682232832,train
u121366459,train
u1213678908609982464,train
u12137172,train
u1213727168846385157,train
u1213737680,train
u1213801368,train
u1213812904413122563,train
u121385551,val
u121391288,train
u1213944590123716609,train
u1213946993598271488,train
u1213960012755656704,train
u121398330,train
u121402638,val
u1214050967986946051,train
u121409113,train
u121410572,train
u1214108358292041728,train
u121414659,train
u1214170289900142592,test
u1214174242029240321,test
u121418089,train
u1214183951838826499,train
u1214185908246732800,train
u121424128,train
u1214272615021285381,train
u121430303,test
u1214315619031478272,train
u1214348947361157120,train
u121438877,test
u121440644,train
u121444458,val
u121445590,train
u12144922,train
u1214528593,train
u1214537549965910016,train
u1214558453202423808,train
u1214559172810821633,train
u1214567550891298816,train
u1214579659943358464,val
u1214587759425400832,train
u1214590397361471489,train
u1214592551816171523,train
u1214622906749198337,val
u1214632326233305090,val
u1214644424912695296,train
u1214655272330944518,val
u121465689,train
u1214659473123487744,train
u121471413,val
u1214731804097359873,train
u1214739329211232261,train
u1214746769268989958,train
u1214747474067382274,train
u1214783025516597249,train
u121480284,val
u121482054,test
u1214823119837450240,train
u121482630,train
u121482708,train
u121486521,train
u1214891440318373891,train
u121489252,train
u121489431,train
u121490448,train
u1214910556441890816,train
u1214912699311837184,train
u1214919886721486849,test
u1214931661730787330,train
u1214942607735955458,train
u121494429,train
u1214951026211672064,train
u1214951559970402305,val
u1214960423868534790,train
u1214974944066637825,train
u1215057489097453568,train
u1215057813933903881,train
u1215076798654009346,train
u1215132481189564417,train
u121514648,val
u1215158063100985345,train
u121515876,train
u121516577,train
u121519043,val
u12151932,val
u1215203250548486144,train
u121521655,train
u1215291331230281728,val
u1215294834099064837,val
u1215310216125747201,val
u1215325909722382336,test
u1215360303879188480,train
u1215382042772307968,train
u1215382704876871680,test
u1215383955748409345,train
u121539516,train
u1215397509721313280,val
u121540651,train
u1215409596,train
u1215429763,val
u121543577,train
u1215444012322172928,train
u121544946,train
u121545137,train
u1215462115592560640,test
u1215484548034621440,train
u1215516763024003074,test
u121557035,val
u121558178,train
u1215604388988768256,train
u1215619817241292800,train
u121562670,train
u1215628564512628736,val
u1215631820399747072,val
u1215649063846252545,train
u1215668032934117378,val
u1215727702361047040,train
u1215737471167877121,train
u1215737486489669635,val
u1215748879,train
u1215753485813276672,val
u121578455,train
u1215871426584027136,train
u121588816,train
u1215892760307195904,val
u121590611,train
u1215966313765646336,train
u1215971602166427648,train
u121597261,test
u121597316,train
u1215998872633380864,train
u1216043740944572419,val
u12160632,train
u1216071709,val
u12161,train
u1216145039635730432,train
u1216231272311189505,val
u121627048,test
u1216282123595702272,val
u1216295971270938629,val
u121631678,test
u12163342,val
u121639467,train
u1216464474930130945,train
u1216482898439630848,test
u1216490271757807617,val
u1216506050,val
u1216524771015282688,train
u1216534201522171905,train
u12165362,val
u1216566168913186816,val
u1216587256649199622,test
u1216633327156965376,test
u1216637069734244353,val
u1216642555615547392,train
u1216664720,train
u1216688266675548162,test
u1216709103894048769,train
u1216715418389360640,val
u1216753049051398146,train
u1216756517342470144,train
u1216791784128380928,train
u1216793092134723586,train
u1216808446974136320,train
u1216817889321209856,val
u1216820232876064770,train
u1216857073,train
u1216861886311997442,train
u121690511,train
u1216910952,val
u1216914136669360128,train
u1216920217630232576,train
u12169762,train
u1216992248,test
u1217017676,train
u1217029309,train
u121704202,val
u1217043606,val
u121704381,test
u1217087615658340357,train
u1217141532614103040,val
u1217143228803289090,train
u121715841,train
u1217186585030135808,train
u1217190022388027392,train
u1217190849773215747,train
u1217191870629130242,train
u1217198127591186437,val
u1217199734982692866,train
u1217201740698849281,val
u1217207858435186689,train
u1217210375516626944,train
u1217223958321401856,train
u121722641,val
u1217230579692908546,train
u1217231368498884608,test
u1217285484029890560,val
u1217297126121709570,val
u1217315090,train
u1217325060169531393,train
u1217344026,train
u1217380650392739845,train
u1217402090726789121,train
u1217404315817652224,train
u1217446442198958080,train
u1217469839939379200,train
u1217477720839421957,train
u1217483034888458240,val
u1217497304011329537,val
u1217499178164576256,train
u1217502435431849984,test
u1217509777351303168,val
u1217513440790614018,train
u1217588414926577664,train
u121759520,test
u1217595259829571586,train
u1217614871908339712,test
u1217614988682170368,train
u1217628182611927040,train
u1217630050000023552,train
u121764250,test
u1217669886,val
u1217706133,train
u1217716322806747136,train
u121777206,val
u1217786733540118528,val
u1217805882127335424,test
u1217818124,train
u1217838019828502528,test
u1217858258221793286,train
u1217863109882400768,train
u1217891120241311745,val
u1217912953657274368,train
u1217917146421960704,train
u1217922136343490576,val
u121792884,train
u1218044771807031296,train
u1218075801318494208,train
u1218100328,train
u1218116894391197697,train
u121812725,train
u1218133859021148160,train
u1218142222098599938,train
u1218143665769500673,val
u1218159290,val
u1218160232179761152,train
u121820535,train
u1218221269746843649,test
u1218247885424214016,train
u121825214,train
u1218260860612771840,train
u121826472,train
u1218279621768241153,train
u1218288024456519680,train
u1218293323066150918,train
u1218312722418294784,val
u1218324988966531072,train
u12183492,train
u1218364375,train
u1218377084332052486,train
u1218471232728961025,val
u1218490429802500098,train
u1218494092683943936,train
u121850029,val
u121853212,test
u1218554155402498048,train
u121855993,train
u1218569313042550786,val
u121858259,val
u1218583939180306437,train
u121859642,val
u1218600108444606465,train
u12186142,train
u1218617226,train
u1218655829697748992,val
u1218657174139932685,train
u1218675661046538240,train
u1218679919913373697,train
u121872852,test
u121877322,val
u121881387,train
u121881752,train
u121882782,val
u1218836752703639552,val
u12188422,train
u1218852910186094592,train
u1218926786727305222,train
u1218939176135069702,train
u1218945528676876288,val
u1218947359033393153,train
u1218955212875894784,train
u121895573,val
u1218987476112543744,val
u1219002945246834688,train
u1219013544966074368,train
u121906713,val
u1219099334345555968,val
u1219100697079058432,train
u1219103114,train
u121910637,train
u1219127263335153665,train
u1219150881360355328,train
u121916206,train
u1219176308720181248,val
u1219207809209757697,train
u1219214266521096193,train
u1219222286403887104,train
u1219222929743007744,train
u1219258832985174017,test
u1219259411157438464,train
u1219278784693768193,train
u1219283935865266178,train
u1219292652748800000,train
u1219305011647320064,train
u1219312262764204033,train
u1219324295295520768,val
u1219333629358366721,train
u12193342,val
u1219345958305177601,train
u1219355678613000192,train
u1219379624,train
u1219384205047668738,train
u1219389106217783297,train
u1219515392705490944,train
u1219528142,train
u1219551214519685125,train
u121955740,train
u1219562954930061312,train
u1219579814,val
u1219583316,train
u1219607448664838144,train
u1219611787278024705,train
u1219628612,test
u1219636710,train
u1219661714964152320,train
u1219669600524259328,test
u1219676953,train
u1219708000790876161,train
u1219712413,train
u1219716577278427136,train
u1219719960693334016,val
u1219751119758483457,train
u1219762149867868161,train
u12197852,test
u1219812983196594181,train
u1219824320,train
u1219837739891331072,train
u1219870345513046016,train
u12199152,train
u1219923423662628865,val
u1219941287618543616,train
u1219961238140211200,test
u1219989025,val
u121999629,train
u1220002905060593664,train
u1220025479379529733,val
u1220032338672963586,test
u1220034889879187456,train
u1220051541543002117,train
u1220065393848541185,train
u1220070009701048325,val
u1220091614904881153,train
u1220106032,train
u1220130682422398978,train
u122020727,train
u1220227688,train
u122025193,train
u1220285315979587584,test
u122029157,train
u1220316970291167232,train
u1220323251311628289,val
u1220334410895020033,train
u1220335822777520129,val
u122034654,val
u1220353316254703617,train
u1220370260471304192,train
u122037755,train
u1220397141308465153,train
u1220405423804764167,val
u122042844,train
u1220439461370052608,val
u1220460650,train
u1220461686269804545,val
u122046636,val
u1220559786900504577,test
u1220572866,val
u1220574352279650309,test
u122059354,train
u122066148,train
u1220671426262253568,train
u1220698949989937152,val
u122070383,train
u1220719656698146816,train
u122073570,train
u1220735833503715329,train
u1220760696884850688,train
u1220766882569039872,train
u1220776476515229705,train
u1220776813808451596,train
u122078333,train
u1220787589977989120,train
u122080635,train
u1220824797862645760,train
u1220831147913023488,train
u1220833754891128832,train
u1220837019045244928,train
u1220843046125940736,train
u1220845605683126276,train
u1220850904351399936,val
u1220853301970898944,val
u1220869993560190976,val
u1220876453077630976,val
u1220922512,train
u122094104,train
u1221017677105229824,train
u122101964,train
u122102181,train
u122104353,train
u12210492,train
u1221079432812777472,train
u12211012,train
u122111410,train
u1221122547057602560,test
u1221132001,train
u1221154374,train
u1221190968122187776,train
u1221192091113533440,train
u1221242033530195970,train
u122125066,val
u1221257930,test
u122127786,test
u1221300014,train
u122130797,train
u1221347478383054848,train
u1221351,test
u1221365126,train
u1221377785,val
u122139060,val
u1221402746399662082,train
u1221422424455090176,train
u1221452861671903233,train
u1221462414744596483,train
u1221463434136604672,train
u1221470043168485381,val
u1221471,train
u1221483263576936448,train
u122151657,train
u1221524285166161920,train
u1221534581045620736,train
u1221548349331050508,train
u1221567525927837697,train
u1221573475376123905,train
u1221583172401414144,val
u1221614025282412546,train
u1221626335,train
u122166395,train
u122168678,test
u1221687702392729600,val
u12217,test
u1221712555921506304,train
u122174004,train
u1221759841447763969,train
u1221769398060486664,train
u1221776830513836033,train
u1221786650797322240,train
u1221792040310034435,train
u1221802128827613184,train
u1221832590094753793,train
u1221846264440131586,train
u122187767,train
u1221878389080051712,train
u122188348,train
u122188456,train
u1221894391721349121,train
u1221904620974272512,val
u1221905820360699904,train
u1221939619031212033,train
u1221960068255453185,val
u1221991830742372354,train
u12220,val
u1222065720810405888,train
u1222077101991452672,train
u1222089413532037121,train
u1222132245382729728,train
u1222139996951457794,train
u1222143231481253888,train
u1222159914065432577,train
u122216411,val
u1222200837243576320,train
u1222205118466154496,test
u1222257180,train
u1222273871488917504,train
u1222335860886196225,train
u1222377614,train
u122246321,val
u1222482817680072704,train
u1222505104080809985,val
u122253091,val
u1222539520308105223,train
u1222553947,train
u1222617670891331584,val
u12226212,val
u1222636347837431808,train
u1222673601578463232,train
u1222673964419485696,train
u1222684612163334144,train
u1222689073,train
u1222713064144941056,train
u122274835,train
u1222751,val
u1222763249474523136,train
u1222769455,val
u1222773302441148416,train
u1222779670417952769,train
u1222783860947243008,train
u1222788243675959298,val
u1222796311168077824,train
u1222820028522696706,train
u1222830618247147520,train
u1222871348,train
u122288531,train
u1222894323152195586,val
u1222905336845213696,test
u1222915205060907008,train
u1222924488783945730,train
u1222995587425017856,train
u1223003974359379969,train
u1223049098598572033,val
u1223134141,train
u1223140194,train
u1223153017,train
u1223168594,train
u1223179863743442945,train
u1223188303740067840,train
u1223189985509040129,train
u1223231444429856769,train
u1223247464796499969,val
u1223259468131160065,train
u1223280881537814528,train
u122329006,train
u1223298266,train
u1223304169060102145,train
u1223311343878467584,train
u1223323941676232711,train
u1223329326570934273,train
u1223366931543207938,train
u1223368263758962688,val
u1223389308,train
u1223428690651992064,train
u1223437394,test
u1223462290793680896,train
u122349398,train
u122352434,train
u122353251,train
u1223549755,val
u1223591055536185344,val
u1223591946054176769,train
u1223598666147155969,test
u1223600953,train
u122360573,val
u1223629211455369217,train
u1223646971782684672,train
u1223651758213357571,train
u1223678947600171009,train
u122369320,train
u1223695920921006081,val
u122371085,train
u1223714979846795271,train
u1223715001,train
u1223779978459770880,train
u1223788842295201793,train
u1223817949276004352,train
u122390959,train
u122392884,train
u122392913,train
u1223931446257123328,test
u122394817,train
u122396513,val
u1224016924767653888,train
u1224026110968717312,val
u1224046808009076737,val
u122405720,train
u1224098952615813123,train
u1224148585039745025,train
u1224152146846855168,train
u1224166856040173569,train
u122422941,train
u1224232051630436353,test
u1224277540036104192,val
u1224302012759715840,train
u122435833,train
u122436535,train
u1224381854377291776,train
u122439884,train
u12244082,train
u122441438,train
u1224434825093795843,train
u122445177,train
u1224454866048778240,train
u1224471409948266497,train
u122448174,train
u1224498592330678272,train
u1224502855920386049,train
u122451753,train
u1224524825630298113,train
u1224527338135805952,val
u1224538644247203844,train
u122453931,train
u1224544171333042176,val
u122459698,train
u1224611965219139584,train
u1224629564942536707,test
u1224678501091086337,train
u1224690696910790656,train
u1224697459122876419,train
u1224713937612103684,train
u1224715565757030400,test
u1224719127656509440,train
u1224720593095811072,train
u122473388,val
u1224763922735124480,train
u1224765654680719360,val
u1224765856737046529,train
u1224768666950127616,train
u122480273,train
u1224838197559074817,train
u1224862199258087425,train
u1224899532690837505,val
u1224923364944297985,train
u122492538,val
u122494570,train
u1224953820716945408,val
u1224964850,train
u1224969293646979073,val
u122509299,train
u1225100210772365313,train
u1225117044061827072,test
u1225135593937465344,train
u122514150,train
u1225149024,test
u1225154673012854785,train
u122517044,test
u122517396,val
u1225183906590269440,train
u1225212427379322884,train
u1225237936792391682,val
u1225249096841224192,train
u1225290542688305152,train
u1225319823707602947,train
u122533022,train
u1225382429080391680,train
u1225437159248867329,train
u1225445298245378048,train
u1225447171157155840,val
u1225451412433317888,train
u1225456345392041985,test
u1225461620232638465,test
u1225473320491069441,train
u122550239,train
u1225519227249070080,train
u1225530560,test
u1225557966142820354,train
u1225565544,test
u122556667,val
u122557484,test
u1225597862873989120,train
u1225603175748685824,train
u1225640398606876681,train
u1225704307,val
u1225762105963536385,val
u1225776176230256640,train
u1225781916206542849,train
u1225793633342935043,train
u1225795463355432960,train
u1225800762447532034,test
u1225808578914770946,train
u1225818156473733121,train
u1225823402201473024,train
u1225882900798808076,train
u1225890563850792960,val
u1225896468,train
u1225923763117666304,train
u1225926686,val
u1225929222839046144,train
u1225930531,train
u1225940724,train
u1225960034,train
u1226045903389315072,val
u1226115680606527488,val
u1226126124352245760,train
u1226126755716632580,train
u122614083,train
u122614612,train
u1226165436888252416,train
u1226171117255221248,train
u1226174597197959168,train
u1226185906652155906,test
u1226210784595922945,train
u1226251714266902529,test
u1226257681473769472,train
u1226309266715234305,train
u1226329195,train
u1226337631,val
u1226351238,train
u12263542,train
u1226365329145827328,val
u1226565281482493953,val
u122657422,train
u1226574984354705413,train
u122658025,train
u1226585939021090817,train
u1226599396982317057,val
u122662012,train
u1226624031367073793,train
u1226637009281789953,train
u1226651033079664640,train
u122668933,train
u1226716218046001152,train
u1226747243274829824,train
u1226751164,train
u12267642,train
u1226817336,train
u122685408,train
u1226893512278495232,test
u1226915916119711744,val
u1226943244447178752,train
u1226946863485591553,val
u122700369,train
u1227064002972307456,train
u122706519,train
u1227095415490670592,train
u1227099715117834240,test
u1227134743445213184,train
u1227179480,train
u1227184242603458561,train
u1227191520614404096,val
u1227209903338594304,val
u1227226638703890432,train
u12272322,val
u1227248092082249728,train
u1227248120293187585,train
u1227253801,test
u1227269431115599872,val
u1227269677,train
u122728088,train
u122728709,val
u122730366,test
u1227304056172900352,val
u1227309089321111552,train
u1227321079812837377,train
u12273252,test
u1227326334386540544,val
u1227328192291233798,train
u1227349631484383232,val
u122735017,val
u122738825,train
u12273912,train
u122743767,val
u1227476311452590080,val
u122749995,val
u1227517303,train
u1227540215939706880,train
u1227581636784451584,train
u122759220,train
u1227596095607324672,train
u122760720,train
u1227623429832138753,train
u1227635429500948483,train
u1227640690831699968,train
u1227643731664224256,train
u122765631,train
u1227667237,train
u1227691319138471936,train
u1227696610433323008,train
u1227698863,train
u1227706883353567233,train
u1227711177972645889,val
u1227725542516023296,train
u1227726680078176256,val
u1227754105,train
u1227799690579718144,val
u1227805447,train
u1227807114963365902,train
u1227819696763949058,train
u1227826796,val
u1227842950341808132,train
u1227852139055239173,val
u122795357,train
u1227970051652718592,train
u1228008321816432640,train
u1228098150012981249,train
u1228138458268520449,train
u1228140535,test
u1228141386345701376,test
u1228146662,val
u1228193467,train
u1228230428,train
u1228237230243627008,train
u1228239876,test
u1228240006809960448,train
u1228254823641837568,val
u1228264748,test
u1228300466,train
u1228320788,train
u1228337330,test
u1228362639891296256,train
u1228388034921533440,train
u1228388711458594817,train
u1228462620,train
u1228505011,train
u1228532196,train
u1228534670,train
u1228541869983924224,train
u1228542176,train
u1228568894,train
u122861010,train
u1228614320,train
u1228643700777144322,train
u1228672678606798848,train
u1228706920296591360,train
u1228725567832363008,val
u1228738866577801227,train
u1228744665794564100,train
u1228777036904325120,train
u1228785206976483328,train
u1228804905495744514,train
u1228808509,train
u122881596,train
u1228824019987726338,val
u122883428,train
u122886508,train
u1228892633843585024,train
u122889863,train
u1228913668638826496,test
u122894458,test
u1228946599,train
u1228986439909748736,val
u1228997670628446209,test
u1229049433549148162,train
u1229052022885900290,val
u1229078874643976193,train
u1229110016,train
u1229128632884482048,train
u1229133718016679946,train
u1229138342425628680,train
u1229156225268371456,train
u12291602,train
u1229163441111257088,train
u1229166820604760064,train
u1229167264240488448,train
u122917511,train
u1229178642674020352,test
u1229186153540018178,train
u1229193031242440705,train
u1229196359632220160,train
u1229267924667420672,train
u1229313859510554634,train
u1229323261416267776,train
u1229343792345632769,train
u122936597,train
u1229369610488643584,val
u1229394709329666048,train
u1229427349185273856,train
u1229449496389705729,train
u122947191,train
u1229532688329125894,train
u1229540217595387904,train
u1229542577252126720,train
u1229552088956293120,train
u122959195,val
u1229607018400559107,test
u12296312,val
u1229645412,test
u1229665429049638912,train
u122966578,train
u122966834,train
u1229675046,train
u122969804,train
u1229752606714728454,train
u1229789929,train
u1229793612063485956,train
u1229796858,train
u1229804764176601088,train
u1229807270,val
u1229837593975517184,train
u1229856025026727936,train
u122994639,train
u122995784,train
u1229987897467719680,val
u1230047986803044352,train
u1230073921174753282,val
u1230086653659709442,train
u1230135006594584576,train
u1230157879983976448,train
u1230175946935808006,train
u1230184372940222464,train
u1230228709921128451,train
u1230296736377098241,train
u1230304057786429440,train
u1230317592658763776,val
u1230329059072073729,val
u1230350636,train
u1230372325,train
u1230386754198396928,train
u123040155,val
u1230418540525735936,train
u1230462958020460544,val
u1230463969,train
u1230504455235391488,train
u1230510648368533504,train
u1230516935072321537,train
u1230528270430457858,train
u1230536030757019654,test
u123055036,val
u12306,train
u1230600629954826240,train
u123065047,val
u1230676218770579456,train
u123073232,train
u1230756939698556928,val
u1230763150410076162,train
u123085951,train
u1230872833775067139,train
u1230886856268476416,val
u1230912946429202432,train
u12309242,train
u123093566,train
u123095638,train
u123096209,train
u1230996345231683585,train
u123109597,train
u1231111643221942273,train
u1231165962721878017,train
u1231189221450403841,train
u123122671,val
u1231229637205819392,test
u123125728,train
u1231266162,train
u1231285236,train
u1231288602912489472,train
u1231336961253793795,test
u1231348024728748032,train
u1231357729601544192,train
u1231406720,train
u1231422575357636608,val
u1231437004941905921,train
u1231441458357571584,val
u123151428,train
u1231514832479948802,train
u123157078,train
u1231576390631411715,train
u1231590550429675520,train
u12316,train
u1231601392139329536,train
u123167035,test
u1231675431708917760,val
u1231701402596073473,train
u123172647,val
u1231747725387014145,train
u1231762111258251264,train
u123179325,train
u1231812771580456960,train
u1231831448509829121,train
u123184980,val
u1231864745898184705,val
u1231877652715208705,train
u1231935088503459841,train
u1231935246746161153,train
u1231936753,test
u1231940225443692544,val
u1231944053496913920,train
u1231956650317225985,train
u1231957788924006403,test
u1231969865948266497,train
u1231971733634072577,test
u1231972320450883584,train
u1231977524286107654,train
u1232003748886700032,train
u1232012070259847168,train
u1232012278578307075,train
u1232021550,train
u1232035112,val
u1232052219681366017,train
u1232069734339874816,train
u1232112688601292800,train
u123211907,train
u1232134495110942720,val
u1232174447047503873,train
u123218793,train
u12321952,train
u123220773,train
u1232222534067556353,train
u1232258426,val
u1232274981343711235,test
u1232291992316645380,train
u1232295339467603970,val
u123230309,train
u123231225,train
u1232319080637616128,train
u1232322065706946562,test
u1232326955652931584,train
u1232345225311465478,train
u1232353941871947776,train
u1232363200022220800,train
u1232370408386633734,train
u1232403766772666376,train
u1232414456589750272,train
u1232415987003088896,train
u1232421344828108801,train
u12324232,train
u1232440596507308033,train
u1232441608114769920,train
u123246161,train
u1232478776782737410,train
u1232498558856622080,train
u1232499645701672961,test
u1232518405023920130,val
u12325402,train
u1232553944251060224,val
u123257433,val
u1232581925329457155,train
u1232592111540654082,train
u1232606515179204608,train
u1232613878313431041,val
u1232617987959644161,train
u12326222,train
u1232642085557358592,train
u1232657739727298561,train
u1232684021177552896,test
u1232733394397749248,train
u123274701,train
u123275493,train
u1232758254435856384,val
u123276343,train
u123276758,train
u123278276,train
u1232783237623119872,train
u1232792078154969088,test
u123281100,train
u123281671,train
u1232837962645168128,train
u1232865193,train
u123287597,train
u1232894068927221761,train
u123290555,train
u1232917235280351232,train
u12329252,train
u1232945231022002176,train
u123298601,train
u1233000754614419457,train
u1233006239799484421,val
u1233025993574621186,train
u1233057589878980609,test
u1233073804118806528,train
u1233080567727521792,val
u1233097428380733443,train
u1233100151474049024,train
u1233144962583343105,train
u1233151236154761217,train
u1233171399872638976,train
u1233171795974524930,test
u1233175504146063360,train
u12331792,train
u1233194297928933377,val
u123320090,test
u1233209757047148548,train
u1233216503626924033,val
u123322294,val
u123324948,val
u123326795,train
u123327472,train
u123327541,train
u1233275818983424000,val
u1233298452689432576,test
u1233308864835026944,train
u1233327762951299072,train
u123334719,train
u1233357378772520964,train
u123337390,val
u1233412142977576960,train
u1233413569590579200,train
u1233441048132825092,train
u1233442254167171073,test
u1233443273118756864,val
u1233462261546651648,train
u1233466414582915076,val
u1233472481085624320,train
u123347952,train
u1233507200183787525,train
u1233538835742691330,test
u1233543129187389449,test
u1233547357075038208,test
u1233552889055834112,train
u1233565341164290048,train
u1233575893647257602,train
u1233661493335425024,val
u1233663476,val
u12336662,train
u1233679063031697408,val
u1233690834903502849,train
u123372949,train
u123374553,train
u1233746970600235009,val
u1233785869196124161,train
u1233807478640594944,train
u1233809493789683712,val
u1233825761557123072,train
u12338312,train
u1233871671095853058,train
u1233900395178622979,val
u1233929232432205827,train
u1233974763955064832,train
u123398133,test
u123405224,train
u12340562,train
u1234060130574049281,val
u1234066921944801281,train
u1234068560957276161,train
u1234098778728280064,val
u1234111103078191104,train
u1234128797320011777,train
u1234129790430564355,train
u1234153435,train
u123417995,train
u123421220,train
u123422038,train
u1234224774718595076,train
u1234263877711474689,train
u123427141,val
u1234291115714588672,test
u1234351488731774977,train
u123450039,val
u1234508156136566786,train
u1234532349615886340,train
u1234536299421302784,train
u1234557271469936647,train
u1234558512,train
u1234559125255852032,train
u1234650324,train
u1234686228,train
u123470226,train
u123471479,train
u1234750377955745792,train
u123475651,train
u1234789822411214848,train
u1234810062117507073,train
u1234894951575519237,train
u123491369,test
u123492248,train
u1234922992355942403,val
u1234930413136535552,train
u1234972551593578497,train
u1234979053217681408,train
u1235004708739338240,val
u123501367,train
u1235023368476389379,val
u1235034442177146881,train
u123504748,train
u123507205,train
u1235113367708278784,val
u1235150743037972487,train
u1235196552689397760,train
u1235205731747540993,test
u1235216596047663105,val
u1235255801486270469,train
u123525919,train
u1235270083204780032,train
u123528331,train
u1235307709194354688,train
u1235318574622834695,test
u1235348526458114048,train
u1235377601331507200,train
u12354252,train
u123543103,train
u1235433569054535680,train
u123545062,train
u12354832,train
u1235486255133192192,val
u1235520318145548289,train
u1235521,train
u1235525450732101632,train
u1235536525967802370,val
u1235565912855543808,train
u1235599863330541568,train
u123560736,train
u1235612644641513473,train
u1235621916,val
u1235633619973992448,train
u1235647715427696640,train
u1235650467604000768,train
u1235673902963191808,val
u1235693689516756992,test
u1235696982242611200,train
u123574362,train
u1235769200653684736,train
u123576946,train
u12357702,train
u123582098,train
u1235825654,val
u1235847275840016384,train
u123584805,val
u1235849797191401472,train
u1235857232002035712,train
u1235924126344364033,train
u1235926592259530755,train
u123593489,train
u123593803,test
u1235939330385903616,test
u123595497,train
u123596005,train
u1235991548665438212,train
u1236009586106208264,train
u1236011601611952130,train
u1236033004604215296,train
u1236101,train
u123611279,train
u1236113082201456640,train
u123617207,train
u123618940,test
u1236199760299585536,train
u1236224386639765505,test
u1236229527438864384,train
u1236255152,val
u1236286074042843136,train
u1236304197315964928,train
u1236334913491697669,train
u1236340764,val
u1236372840,test
u12363792,train
u123639299,train
u1236419267077132288,train
u123642832,val
u1236430734413516800,train
u123644787,train
